Folder,Model Class,Target,Config Type,Augmentation Ratio,RMSE,R2,Baseline RMSE
20260202_172604_HierarchicalTimeseriesGemini21,HierarchicalTimeseriesGemini21,Single Leg Stance,Single Target,3,1.0557231903076172,0.16723161935806274,1.1576786041259766
20260202_181527_HierarchicalTimeseriesLSTM,HierarchicalTimeseriesLSTM,Single Leg Stance,Single Target,3,0.9151319265365601,0.3742634654045105,1.1576786041259766
20260202_191533_ElasticNetModel,ElasticNetModel,Single Leg Stance,Single Target,3,0.9362097382545471,0.34510689973831177,1.1576786041259766
20260202_194923_LinearRegressionModel,LinearRegressionModel,Single Leg Stance,Single Target,3,0.9081199765205383,0.38381582498550415,1.1576786041259766
20260202_202322_RandomForestLikeMLP,RandomForestLikeMLP,Single Leg Stance,Single Target,3,0.9388666152954102,0.3413845896720886,1.1576786041259766
20260202_210153_SimpleMLPRegressor,SimpleMLPRegressor,Single Leg Stance,Single Target,3,0.9808228611946106,0.2812046408653259,1.1576786041259766
20260202_214106_HierarchicalTimeseriesGemini21,HierarchicalTimeseriesGemini21,Robotrainer Front,Single Target,3,0.8407400250434875,0.3830851912498474,1.0704113245010376
20260202_222922_HierarchicalTimeseriesLSTM,HierarchicalTimeseriesLSTM,Robotrainer Front,Single Target,3,0.8125997185707092,0.42369139194488525,1.0704113245010376
20260202_232947_ElasticNetModel,ElasticNetModel,Robotrainer Front,Single Target,3,0.7456288933753967,0.5147705078125,1.0704113245010376
20260203_000405_LinearRegressionModel,LinearRegressionModel,Robotrainer Front,Single Target,3,0.7934526205062866,0.4505302906036377,1.0704113245010376
20260203_003824_RandomForestLikeMLP,RandomForestLikeMLP,Robotrainer Front,Single Target,3,0.8746752738952637,0.33227837085723877,1.0704113245010376
20260203_011721_SimpleMLPRegressor,SimpleMLPRegressor,Robotrainer Front,Single Target,3,0.7075978517532349,0.5630066990852356,1.0704113245010376
20260203_015934_HierarchicalTimeseriesGemini21,HierarchicalTimeseriesGemini21,Robotrainer Left,Single Target,3,0.9385014176368713,0.24218964576721191,1.0780993700027466
20260203_024817_HierarchicalTimeseriesLSTM,HierarchicalTimeseriesLSTM,Robotrainer Left,Single Target,3,0.9049620032310486,0.2953858971595764,1.0780993700027466
20260203_034757_ElasticNetModel,ElasticNetModel,Robotrainer Left,Single Target,3,0.8569933772087097,0.3681039810180664,1.0780993700027466
20260203_042311_LinearRegressionModel,LinearRegressionModel,Robotrainer Left,Single Target,3,0.9048215746879578,0.2956044673919678,1.0780993700027466
20260203_045736_RandomForestLikeMLP,RandomForestLikeMLP,Robotrainer Left,Single Target,3,0.8764136433601379,0.33914077281951904,1.0780993700027466
20260203_053628_SimpleMLPRegressor,SimpleMLPRegressor,Robotrainer Left,Single Target,3,0.8838861584663391,0.3278235197067261,1.0780993700027466
20260203_061628_HierarchicalTimeseriesGemini21,HierarchicalTimeseriesGemini21,Robotrainer Right,Single Target,3,0.9612283110618591,0.19003230333328247,1.0680631399154663
20260203_070705_HierarchicalTimeseriesLSTM,HierarchicalTimeseriesLSTM,Robotrainer Right,Single Target,3,0.8338014483451843,0.390547513961792,1.0680631399154663
20260203_080747_ElasticNetModel,ElasticNetModel,Robotrainer Right,Single Target,3,0.8469604849815369,0.3711589574813843,1.0680631399154663
20260203_084232_LinearRegressionModel,LinearRegressionModel,Robotrainer Right,Single Target,3,0.9233675599098206,0.2525815963745117,1.0680631399154663
20260203_091822_RandomForestLikeMLP,RandomForestLikeMLP,Robotrainer Right,Single Target,3,0.8954743146896362,0.29705584049224854,1.0680631399154663
20260203_095728_SimpleMLPRegressor,SimpleMLPRegressor,Robotrainer Right,Single Target,3,0.8712677359580994,0.3345463275909424,1.0680631399154663
20260203_103924_HierarchicalTimeseriesGemini21,HierarchicalTimeseriesGemini21,Hand Grip Left,Single Target,3,0.7221189737319946,0.54160475730896,1.0665899515151978
20260203_113045_HierarchicalTimeseriesLSTM,HierarchicalTimeseriesLSTM,Hand Grip Left,Single Target,3,0.699009895324707,0.5704742670059204,1.0665899515151978
20260203_123310_ElasticNetModel,ElasticNetModel,Hand Grip Left,Single Target,3,0.6679815649986267,0.6077603101730347,1.0665899515151978
20260203_131240_LinearRegressionModel,LinearRegressionModel,Hand Grip Left,Single Target,3,0.7449973821640015,0.5120986700057983,1.0665899515151978
20260203_135014_RandomForestLikeMLP,RandomForestLikeMLP,Hand Grip Left,Single Target,3,0.7540560364723206,0.5001614093780518,1.0665899515151978
20260203_143220_SimpleMLPRegressor,SimpleMLPRegressor,Hand Grip Left,Single Target,3,0.7241997122764587,0.5389593243598938,1.0665899515151978
20260203_151839_HierarchicalTimeseriesGemini21,HierarchicalTimeseriesGemini21,Hand Grip Right,Single Target,3,0.7481180429458618,0.5011292695999146,1.0592399835586548
20260203_161248_HierarchicalTimeseriesLSTM,HierarchicalTimeseriesLSTM,Hand Grip Right,Single Target,3,0.7268880009651184,0.5290414094924927,1.0592399835586548
20260203_171726_ElasticNetModel,ElasticNetModel,Hand Grip Right,Single Target,3,1.0179517269134521,0.07636129856109619,1.0592399835586548
20260203_175807_LinearRegressionModel,LinearRegressionModel,Hand Grip Right,Single Target,3,0.8702433705329895,0.3249604105949402,1.0592399835586548
20260203_183816_RandomForestLikeMLP,RandomForestLikeMLP,Hand Grip Right,Single Target,3,0.847656786441803,0.35954606533050537,1.0592399835586548
20260203_192209_SimpleMLPRegressor,SimpleMLPRegressor,Hand Grip Right,Single Target,3,0.7569922208786011,0.48922377824783325,1.0592399835586548
